scaffold,position,start,end,midpoint,sites,sitesOverMinExD,ABBA,BABA,D,fG,fhom,fd
HE670312,67500,65001,70001,67501,5000,4878,NA,NA,NA,NA,NA,NA
HE670312,72500,70001,75001,72501,4756,4299,NA,NA,NA,NA,NA,NA
HE670312,77500,75001,80001,77501,4793,4351,NA,NA,NA,NA,NA,NA
HE670312,82500,80001,85001,82501,4993,4863,NA,NA,NA,NA,NA,NA
HE670312,87500,85001,90001,87501,4947,4795,NA,NA,NA,NA,NA,NA
HE670312,92500,90001,95001,92501,4923,4138,NA,NA,NA,NA,NA,NA
HE670312,97500,95001,100001,97501,3746,3307,NA,NA,NA,NA,NA,NA
HE670312,102500,100001,105001,101223,2416,2337,NA,NA,NA,NA,NA,NA
HE670312,107500,105001,110001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670310,2500,1,5001,2501,4986,4925,NA,NA,NA,NA,NA,NA
HE670310,7500,5001,10001,5478,655,NA,NA,NA,NA,NA,NA,NA
HE670310,12500,10001,15001,12998,3846,3702,NA,NA,NA,NA,NA,NA
HE670310,17500,15001,20001,17506,4964,4724,NA,NA,NA,NA,NA,NA
HE670310,22500,20001,25001,22501,4593,4083,NA,NA,NA,NA,NA,NA
HE670310,27500,25001,30001,27501,3774,2601,NA,NA,NA,NA,NA,NA
HE670310,32500,30001,35001,32501,4940,4867,NA,NA,NA,NA,NA,NA
HE670310,37500,35001,40001,37501,4919,4785,NA,NA,NA,NA,NA,NA
HE670310,42500,40001,45001,42501,4926,4838,NA,NA,NA,NA,NA,NA
HE670310,47500,45001,50001,47501,4172,3012,NA,NA,NA,NA,NA,NA
HE670310,52500,50001,55001,52498,3130,2216,NA,NA,NA,NA,NA,NA
HE670310,57500,55001,60001,57503,4657,4296,NA,NA,NA,NA,NA,NA
HE670310,62500,60001,65001,62501,4967,4592,NA,NA,NA,NA,NA,NA
HE670310,67500,65001,70001,67501,4942,4800,NA,NA,NA,NA,NA,NA
HE670310,72500,70001,75001,72501,3960,2887,NA,NA,NA,NA,NA,NA
HE670310,77500,75001,80001,77456,3937,2912,NA,NA,NA,NA,NA,NA
HE670310,82500,80001,85001,83734,2513,2469,NA,NA,NA,NA,NA,NA
HE670310,87500,85001,90001,87501,4895,4763,NA,NA,NA,NA,NA,NA
HE670310,92500,90001,95001,92501,4989,4939,NA,NA,NA,NA,NA,NA
HE670310,97500,95001,100001,97501,4999,4998,NA,NA,NA,NA,NA,NA
HE670310,102500,100001,105001,102501,5000,4992,NA,NA,NA,NA,NA,NA
HE670310,107500,105001,110001,107501,4998,4983,NA,NA,NA,NA,NA,NA
HE670310,112500,110001,115001,112501,4992,4931,NA,NA,NA,NA,NA,NA
HE670310,117500,115001,120001,117501,4993,4965,NA,NA,NA,NA,NA,NA
HE670310,122500,120001,125001,120371,740,NA,NA,NA,NA,NA,NA,NA
HE670310,127500,125001,130001,127746,4461,4418,NA,NA,NA,NA,NA,NA
HE670310,132500,130001,135001,131730,3345,3257,NA,NA,NA,NA,NA,NA
HE670310,137500,135001,140001,137889,4215,4167,NA,NA,NA,NA,NA,NA
HE670310,142500,140001,145001,142501,4760,4388,NA,NA,NA,NA,NA,NA
HE670310,147500,145001,150001,147501,4482,3894,NA,NA,NA,NA,NA,NA
HE670310,152500,150001,155001,152501,4994,4979,NA,NA,NA,NA,NA,NA
HE670310,157500,155001,160001,157501,2338,1719,NA,NA,NA,NA,NA,NA
HE670310,162500,160001,165001,160848,1526,1461,NA,NA,NA,NA,NA,NA
HE670310,167500,165001,170001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670308,2500,1,5001,2516,4233,3354,NA,NA,NA,NA,NA,NA
HE670308,7500,5001,10001,7501,4957,4659,NA,NA,NA,NA,NA,NA
HE670308,12500,10001,15001,12501,4841,4491,NA,NA,NA,NA,NA,NA
HE670308,17500,15001,20001,16754,3458,3325,NA,NA,NA,NA,NA,NA
HE670308,22500,20001,25001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670306,2500,1,5001,2515,4811,4621,NA,NA,NA,NA,NA,NA
HE670306,7500,5001,10001,7501,4787,4634,NA,NA,NA,NA,NA,NA
HE670306,12500,10001,15001,12501,4877,4452,NA,NA,NA,NA,NA,NA
HE670306,17500,15001,20001,17501,4882,4601,NA,NA,NA,NA,NA,NA
HE670306,22500,20001,25001,22501,4901,4717,NA,NA,NA,NA,NA,NA
HE670306,27500,25001,30001,27501,4919,4821,NA,NA,NA,NA,NA,NA
HE670306,32500,30001,35001,30750,1496,1478,NA,NA,NA,NA,NA,NA
HE670306,37500,35001,40001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670304,2500,1,5001,2605,4690,4460,NA,NA,NA,NA,NA,NA
HE670304,7500,5001,10001,7501,4926,4689,NA,NA,NA,NA,NA,NA
HE670304,12500,10001,15001,12501,2338,2027,NA,NA,NA,NA,NA,NA
HE670304,17500,15001,20001,17443,4752,4554,NA,NA,NA,NA,NA,NA
HE670304,22500,20001,25001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670302,2500,1,5001,2618,4645,4480,NA,NA,NA,NA,NA,NA
HE670302,7500,5001,10001,7501,4976,4728,NA,NA,NA,NA,NA,NA
HE670302,12500,10001,15001,12501,4907,4667,NA,NA,NA,NA,NA,NA
HE670302,17500,15001,20001,17501,4619,4260,NA,NA,NA,NA,NA,NA
HE670302,22500,20001,25001,22501,4651,3782,NA,NA,NA,NA,NA,NA
HE670302,27500,25001,30001,27501,4964,4788,NA,NA,NA,NA,NA,NA
HE670302,32500,30001,35001,32501,4895,4438,NA,NA,NA,NA,NA,NA
HE670302,37500,35001,40001,37501,4956,4800,NA,NA,NA,NA,NA,NA
HE670302,42500,40001,45001,42501,4896,4661,NA,NA,NA,NA,NA,NA
HE670302,47500,45001,50001,47501,4999,4987,NA,NA,NA,NA,NA,NA
HE670302,52500,50001,55001,52501,4972,4833,NA,NA,NA,NA,NA,NA
HE670302,57500,55001,60001,57501,4788,4483,NA,NA,NA,NA,NA,NA
HE670302,62500,60001,65001,62501,4859,4730,NA,NA,NA,NA,NA,NA
HE670302,67500,65001,70001,67501,4987,4633,NA,NA,NA,NA,NA,NA
HE670302,72500,70001,75001,72501,4941,4805,NA,NA,NA,NA,NA,NA
HE670302,77500,75001,80001,76121,2188,2089,NA,NA,NA,NA,NA,NA
HE670302,82500,80001,85001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670300,2500,1,5001,2570,4602,3376,NA,NA,NA,NA,NA,NA
HE670300,7500,5001,10001,7501,4599,3682,NA,NA,NA,NA,NA,NA
HE670300,12500,10001,15001,12501,4946,4906,NA,NA,NA,NA,NA,NA
HE670300,17500,15001,20001,17501,4956,4824,NA,NA,NA,NA,NA,NA
HE670300,22500,20001,25001,22501,4053,3416,NA,NA,NA,NA,NA,NA
HE670300,27500,25001,30001,27501,4622,4162,NA,NA,NA,NA,NA,NA
HE670300,32500,30001,35001,32501,3848,3267,NA,NA,NA,NA,NA,NA
HE670300,37500,35001,40001,37501,3588,2851,NA,NA,NA,NA,NA,NA
HE670300,42500,40001,45001,42141,3986,3370,NA,NA,NA,NA,NA,NA
HE670300,47500,45001,50001,48126,3634,3150,NA,NA,NA,NA,NA,NA
HE670300,52500,50001,55001,52501,4582,4131,NA,NA,NA,NA,NA,NA
HE670300,57500,55001,60001,57501,4960,4780,NA,NA,NA,NA,NA,NA
HE670300,62500,60001,65001,62501,3863,3328,NA,NA,NA,NA,NA,NA
HE670300,67500,65001,70001,67472,2790,2273,NA,NA,NA,NA,NA,NA
HE670300,72500,70001,75001,72513,3867,2225,NA,NA,NA,NA,NA,NA
HE670300,77500,75001,80001,77501,4980,4951,NA,NA,NA,NA,NA,NA
HE670300,82500,80001,85001,82501,4986,4944,NA,NA,NA,NA,NA,NA
HE670300,87500,85001,90001,87501,4686,4375,NA,NA,NA,NA,NA,NA
HE670300,92500,90001,95001,92501,4904,4491,NA,NA,NA,NA,NA,NA
HE670300,97500,95001,100001,97501,4719,4353,NA,NA,NA,NA,NA,NA
HE670300,102500,100001,105001,101917,3234,2984,NA,NA,NA,NA,NA,NA
HE670300,107500,105001,110001,107602,3990,2706,NA,NA,NA,NA,NA,NA
HE670300,112500,110001,115001,112501,4964,4836,NA,NA,NA,NA,NA,NA
HE670300,117500,115001,120001,117501,4592,4330,NA,NA,NA,NA,NA,NA
HE670300,122500,120001,125001,122501,4961,4892,NA,NA,NA,NA,NA,NA
HE670300,127500,125001,130001,126357,2635,2549,NA,NA,NA,NA,NA,NA
HE670300,132500,130001,135001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670298,7500,5001,10001,7786,4051,3662,NA,NA,NA,NA,NA,NA
HE670298,12500,10001,15001,10751,1267,1121,NA,NA,NA,NA,NA,NA
HE670298,17500,15001,20001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670296,2500,1,5001,2630,4064,3481,NA,NA,NA,NA,NA,NA
HE670296,7500,5001,10001,7501,3625,2870,NA,NA,NA,NA,NA,NA
HE670296,12500,10001,15001,12501,4721,3558,NA,NA,NA,NA,NA,NA
HE670296,17500,15001,20001,17501,2395,1117,NA,NA,NA,NA,NA,NA
HE670296,22500,20001,25001,22501,4961,4911,NA,NA,NA,NA,NA,NA
HE670296,27500,25001,30001,27501,4837,4077,NA,NA,NA,NA,NA,NA
HE670296,32500,30001,35001,32501,4129,3789,NA,NA,NA,NA,NA,NA
HE670296,37500,35001,40001,37501,4983,4949,NA,NA,NA,NA,NA,NA
HE670296,42500,40001,45001,42501,3962,3180,NA,NA,NA,NA,NA,NA
HE670296,47500,45001,50001,47501,4960,4781,NA,NA,NA,NA,NA,NA
HE670296,52500,50001,55001,52501,4305,3965,NA,NA,NA,NA,NA,NA
HE670296,57500,55001,60001,57501,4921,4301,NA,NA,NA,NA,NA,NA
HE670296,62500,60001,65001,62501,4610,4421,NA,NA,NA,NA,NA,NA
HE670296,67500,65001,70001,66956,3898,3845,NA,NA,NA,NA,NA,NA
HE670296,72500,70001,75001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670294,2500,1,5001,2513,4506,4056,NA,NA,NA,NA,NA,NA
HE670294,7500,5001,10001,7501,4246,4055,NA,NA,NA,NA,NA,NA
HE670294,12500,10001,15001,12501,4986,4942,NA,NA,NA,NA,NA,NA
HE670294,17500,15001,20001,17501,4961,4858,NA,NA,NA,NA,NA,NA
HE670294,22500,20001,25001,22501,4975,4595,NA,NA,NA,NA,NA,NA
HE670294,27500,25001,30001,25641,1280,1268,NA,NA,NA,NA,NA,NA
HE670294,32500,30001,35001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670292,2500,1,5001,2517,4533,3999,NA,NA,NA,NA,NA,NA
HE670292,7500,5001,10001,7501,4864,4468,NA,NA,NA,NA,NA,NA
HE670292,12500,10001,15001,12501,3804,3296,NA,NA,NA,NA,NA,NA
HE670292,17500,15001,20001,17501,4900,4522,NA,NA,NA,NA,NA,NA
HE670292,22500,20001,25001,22501,4804,4137,NA,NA,NA,NA,NA,NA
HE670292,27500,25001,30001,27501,4903,4453,NA,NA,NA,NA,NA,NA
HE670292,32500,30001,35001,32501,4492,3799,NA,NA,NA,NA,NA,NA
HE670292,37500,35001,40001,37501,4942,4751,NA,NA,NA,NA,NA,NA
HE670292,42500,40001,45001,42501,4906,4601,NA,NA,NA,NA,NA,NA
HE670292,47500,45001,50001,47501,4981,4849,NA,NA,NA,NA,NA,NA
HE670292,52500,50001,55001,52501,4974,4796,NA,NA,NA,NA,NA,NA
HE670292,57500,55001,60001,57195,3088,2054,NA,NA,NA,NA,NA,NA
HE670292,62500,60001,65001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670290,2500,1,5001,2536,4865,2995,NA,NA,NA,NA,NA,NA
HE670290,7500,5001,10001,7501,4128,2714,NA,NA,NA,NA,NA,NA
HE670290,12500,10001,15001,12501,4903,4735,NA,NA,NA,NA,NA,NA
HE670290,17500,15001,20001,17501,4089,3377,NA,NA,NA,NA,NA,NA
HE670290,22500,20001,25001,20229,384,NA,NA,NA,NA,NA,NA,NA
HE670288,2500,1,5001,2629,1519,777,NA,NA,NA,NA,NA,NA
HE670288,7500,5001,10001,7501,4688,4338,NA,NA,NA,NA,NA,NA
HE670288,12500,10001,15001,12501,4991,4945,NA,NA,NA,NA,NA,NA
HE670288,17500,15001,20001,17501,4950,4869,NA,NA,NA,NA,NA,NA
HE670288,22500,20001,25001,22501,4964,4959,NA,NA,NA,NA,NA,NA
HE670288,27500,25001,30001,27501,4376,4030,NA,NA,NA,NA,NA,NA
HE670288,32500,30001,35001,32501,4973,4889,NA,NA,NA,NA,NA,NA
HE670288,37500,35001,40001,37501,4650,4377,NA,NA,NA,NA,NA,NA
HE670288,42500,40001,45001,41687,3317,3258,NA,NA,NA,NA,NA,NA
HE670288,47500,45001,50001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670286,2500,1,5001,2513,3424,3126,NA,NA,NA,NA,NA,NA
HE670286,7500,5001,10001,7501,4939,4491,NA,NA,NA,NA,NA,NA
HE670286,12500,10001,15001,12501,4951,4762,NA,NA,NA,NA,NA,NA
HE670286,17500,15001,20001,17501,4892,4746,NA,NA,NA,NA,NA,NA
HE670286,22500,20001,25001,22501,4892,4733,NA,NA,NA,NA,NA,NA
HE670286,27500,25001,30001,27501,3907,3072,NA,NA,NA,NA,NA,NA
HE670286,32500,30001,35001,30141,281,NA,NA,NA,NA,NA,NA,NA
HE670284,2500,1,5001,2517,2364,2071,NA,NA,NA,NA,NA,NA
HE670284,7500,5001,10001,6495,2344,1480,NA,NA,NA,NA,NA,NA
HE670284,12500,10001,15001,13374,3188,2844,NA,NA,NA,NA,NA,NA
HE670284,17500,15001,20001,17501,4962,4614,NA,NA,NA,NA,NA,NA
HE670284,22500,20001,25001,22500,4534,4024,NA,NA,NA,NA,NA,NA
HE670284,27500,25001,30001,25189,370,NA,NA,NA,NA,NA,NA,NA
HE670282,2500,1,5001,2587,4640,4509,NA,NA,NA,NA,NA,NA
HE670282,7500,5001,10001,7401,4766,4593,NA,NA,NA,NA,NA,NA
HE670282,12500,10001,15001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670280,2500,1,5001,2502,3993,2939,NA,NA,NA,NA,NA,NA
HE670280,7500,5001,10001,5916,1778,1650,NA,NA,NA,NA,NA,NA
HE670280,12500,10001,15001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670278,2500,1,5001,2833,4221,2758,NA,NA,NA,NA,NA,NA
HE670278,7500,5001,10001,7501,4654,3912,NA,NA,NA,NA,NA,NA
HE670278,12500,10001,15001,12501,4825,2917,NA,NA,NA,NA,NA,NA
HE670278,17500,15001,20001,17501,4272,3286,NA,NA,NA,NA,NA,NA
HE670278,22500,20001,25001,22501,4452,3734,NA,NA,NA,NA,NA,NA
HE670278,27500,25001,30001,27501,4210,3924,NA,NA,NA,NA,NA,NA
HE670278,32500,30001,35001,32182,4035,3553,NA,NA,NA,NA,NA,NA
HE670278,37500,35001,40001,37467,4602,4002,NA,NA,NA,NA,NA,NA
HE670278,42500,40001,45001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670276,2500,1,5001,2501,4940,4776,NA,NA,NA,NA,NA,NA
HE670276,7500,5001,10001,7501,4990,4721,NA,NA,NA,NA,NA,NA
HE670276,12500,10001,15001,10806,1604,1378,NA,NA,NA,NA,NA,NA
HE670276,17500,15001,20001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670274,2500,1,5001,1246,1409,895,NA,NA,NA,NA,NA,NA
HE670274,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670272,2500,1,5001,2121,1972,1666,NA,NA,NA,NA,NA,NA
HE670272,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670270,2500,1,5001,806,1454,1261,NA,NA,NA,NA,NA,NA
HE670270,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670268,2500,1,5001,2571,4811,4643,NA,NA,NA,NA,NA,NA
HE670268,7500,5001,10001,7501,4404,3930,NA,NA,NA,NA,NA,NA
HE670268,12500,10001,15001,12501,4397,3479,NA,NA,NA,NA,NA,NA
HE670268,17500,15001,20001,17501,4840,4385,NA,NA,NA,NA,NA,NA
HE670268,22500,20001,25001,22501,4870,4295,NA,NA,NA,NA,NA,NA
HE670268,27500,25001,30001,27501,3721,3396,NA,NA,NA,NA,NA,NA
HE670268,32500,30001,35001,32501,3992,3391,NA,NA,NA,NA,NA,NA
HE670268,37500,35001,40001,37501,5000,4919,NA,NA,NA,NA,NA,NA
HE670268,42500,40001,45001,42501,5000,5000,NA,NA,NA,NA,NA,NA
HE670268,47500,45001,50001,47501,4269,4005,NA,NA,NA,NA,NA,NA
HE670268,52500,50001,55001,52501,4983,4981,NA,NA,NA,NA,NA,NA
HE670268,57500,55001,60001,57501,4989,4958,NA,NA,NA,NA,NA,NA
HE670268,62500,60001,65001,62501,4979,4054,NA,NA,NA,NA,NA,NA
HE670268,67500,65001,70001,67501,4671,4072,NA,NA,NA,NA,NA,NA
HE670268,72500,70001,75001,72501,4986,4958,NA,NA,NA,NA,NA,NA
HE670268,77500,75001,80001,77501,4956,4882,NA,NA,NA,NA,NA,NA
HE670268,82500,80001,85001,82501,4981,4949,NA,NA,NA,NA,NA,NA
HE670268,87500,85001,90001,87501,4955,4751,NA,NA,NA,NA,NA,NA
HE670268,92500,90001,95001,92501,4983,4910,NA,NA,NA,NA,NA,NA
HE670268,97500,95001,100001,97501,4971,4935,NA,NA,NA,NA,NA,NA
HE670268,102500,100001,105001,102501,4987,4968,NA,NA,NA,NA,NA,NA
HE670268,107500,105001,110001,107501,4791,4762,NA,NA,NA,NA,NA,NA
HE670268,112500,110001,115001,112501,5000,4992,NA,NA,NA,NA,NA,NA
HE670268,117500,115001,120001,117501,4955,4891,NA,NA,NA,NA,NA,NA
HE670268,122500,120001,125001,122501,4913,4579,NA,NA,NA,NA,NA,NA
HE670268,127500,125001,130001,127142,4140,3969,NA,NA,NA,NA,NA,NA
HE670268,132500,130001,135001,133740,1859,1332,NA,NA,NA,NA,NA,NA
HE670268,137500,135001,140001,137501,4998,4883,NA,NA,NA,NA,NA,NA
HE670268,142500,140001,145001,142501,4994,4980,NA,NA,NA,NA,NA,NA
HE670268,147500,145001,150001,147501,4999,4956,NA,NA,NA,NA,NA,NA
HE670268,152500,150001,155001,152501,4849,4526,NA,NA,NA,NA,NA,NA
HE670268,157500,155001,160001,157501,3781,3402,NA,NA,NA,NA,NA,NA
HE670268,162500,160001,165001,162537,3728,3328,NA,NA,NA,NA,NA,NA
HE670268,167500,165001,170001,167501,5000,4996,NA,NA,NA,NA,NA,NA
HE670268,172500,170001,175001,172501,4983,4979,NA,NA,NA,NA,NA,NA
HE670268,177500,175001,180001,177501,4983,4904,NA,NA,NA,NA,NA,NA
HE670268,182500,180001,185001,182501,4966,4888,NA,NA,NA,NA,NA,NA
HE670268,187500,185001,190001,187501,4908,4677,NA,NA,NA,NA,NA,NA
HE670268,192500,190001,195001,192501,4970,4927,NA,NA,NA,NA,NA,NA
HE670268,197500,195001,200001,197501,4994,4987,NA,NA,NA,NA,NA,NA
HE670268,202500,200001,205001,200697,718,NA,NA,NA,NA,NA,NA,NA
HE670266,2500,1,5001,2129,3471,1338,NA,NA,NA,NA,NA,NA
HE670266,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670264,2500,1,5001,2545,3609,1667,NA,NA,NA,NA,NA,NA
HE670264,7500,5001,10001,5053,95,NA,NA,NA,NA,NA,NA,NA
HE670262,2500,1,5001,2585,4413,3911,NA,NA,NA,NA,NA,NA
HE670262,7500,5001,10001,5437,862,NA,NA,NA,NA,NA,NA,NA
HE670260,2500,1,5001,2504,4951,4088,NA,NA,NA,NA,NA,NA
HE670260,7500,5001,10001,7501,4728,4237,NA,NA,NA,NA,NA,NA
HE670260,12500,10001,15001,12493,4408,4180,NA,NA,NA,NA,NA,NA
HE670260,17500,15001,20001,17654,4365,3867,NA,NA,NA,NA,NA,NA
HE670260,22500,20001,25001,20764,1221,1153,NA,NA,NA,NA,NA,NA
HE670260,27500,25001,30001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670258,2500,1,5001,1678,2551,1889,NA,NA,NA,NA,NA,NA
HE670258,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670256,2500,1,5001,1661,3126,2368,NA,NA,NA,NA,NA,NA
HE670256,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670254,2500,1,5001,2947,4056,3879,NA,NA,NA,NA,NA,NA
HE670254,7500,5001,10001,7501,4932,4730,NA,NA,NA,NA,NA,NA
HE670254,12500,10001,15001,12085,3763,3516,NA,NA,NA,NA,NA,NA
HE670254,17500,15001,20001,17934,4066,3522,NA,NA,NA,NA,NA,NA
HE670254,22500,20001,25001,22501,4946,4744,NA,NA,NA,NA,NA,NA
HE670254,27500,25001,30001,27501,4936,4765,NA,NA,NA,NA,NA,NA
HE670254,32500,30001,35001,32501,4921,4548,NA,NA,NA,NA,NA,NA
HE670254,37500,35001,40001,37501,3978,3350,NA,NA,NA,NA,NA,NA
HE670254,42500,40001,45001,42501,4915,4308,NA,NA,NA,NA,NA,NA
HE670254,47500,45001,50001,47501,4917,4563,NA,NA,NA,NA,NA,NA
HE670254,52500,50001,55001,52501,4877,4485,NA,NA,NA,NA,NA,NA
HE670254,57500,55001,60001,57501,4668,4065,NA,NA,NA,NA,NA,NA
HE670254,62500,60001,65001,62501,4807,4434,NA,NA,NA,NA,NA,NA
HE670254,67500,65001,70001,67501,4802,4061,NA,NA,NA,NA,NA,NA
HE670254,72500,70001,75001,72501,4354,3369,NA,NA,NA,NA,NA,NA
HE670254,77500,75001,80001,77361,2236,1204,NA,NA,NA,NA,NA,NA
HE670254,82500,80001,85001,82909,528,NA,NA,NA,NA,NA,NA,NA
HE670252,2500,1,5001,2520,3230,2196,NA,NA,NA,NA,NA,NA
HE670252,7500,5001,10001,5162,306,NA,NA,NA,NA,NA,NA,NA
HE670250,2500,1,5001,2432,4847,4252,NA,NA,NA,NA,NA,NA
HE670250,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670248,2500,1,5001,1175,1702,1412,NA,NA,NA,NA,NA,NA
HE670248,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670244,2500,1,5001,2981,3954,3649,NA,NA,NA,NA,NA,NA
HE670244,7500,5001,10001,7501,4956,4809,NA,NA,NA,NA,NA,NA
HE670244,12500,10001,15001,10463,865,NA,NA,NA,NA,NA,NA,NA
HE670242,2500,1,5001,1424,1768,1675,NA,NA,NA,NA,NA,NA
HE670242,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670240,2500,1,5001,857,1614,1210,NA,NA,NA,NA,NA,NA
HE670240,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670238,2500,1,5001,1105,2105,1711,NA,NA,NA,NA,NA,NA
HE670238,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670234,2500,1,5001,2515,4868,4207,NA,NA,NA,NA,NA,NA
HE670234,7500,5001,10001,7500,4877,4433,NA,NA,NA,NA,NA,NA
HE670234,12500,10001,15001,12442,4786,4654,NA,NA,NA,NA,NA,NA
HE670234,17500,15001,20001,15837,1079,851,NA,NA,NA,NA,NA,NA
HE670234,22500,20001,25001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670232,2500,1,5001,1327,1542,826,NA,NA,NA,NA,NA,NA
HE670232,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670230,2500,1,5001,1020,2017,1723,NA,NA,NA,NA,NA,NA
HE670230,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670228,2500,1,5001,2385,3028,1941,NA,NA,NA,NA,NA,NA
HE670228,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670226,2500,1,5001,1718,3167,2690,NA,NA,NA,NA,NA,NA
HE670226,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670224,2500,1,5001,2525,4726,3782,NA,NA,NA,NA,NA,NA
HE670224,7500,5001,10001,7501,4468,4040,NA,NA,NA,NA,NA,NA
HE670224,12500,10001,15001,12501,4547,4378,NA,NA,NA,NA,NA,NA
HE670224,17500,15001,20001,17501,4939,4324,NA,NA,NA,NA,NA,NA
HE670224,22500,20001,25001,20436,764,NA,NA,NA,NA,NA,NA,NA
HE670222,2500,1,5001,1424,2311,2231,NA,NA,NA,NA,NA,NA
HE670222,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670220,2500,1,5001,2551,4431,3959,NA,NA,NA,NA,NA,NA
HE670220,7500,5001,10001,7508,4600,4477,NA,NA,NA,NA,NA,NA
HE670220,12500,10001,15001,12501,4951,4607,NA,NA,NA,NA,NA,NA
HE670220,17500,15001,20001,17184,4198,3070,NA,NA,NA,NA,NA,NA
HE670220,22500,20001,25001,23769,1855,1527,NA,NA,NA,NA,NA,NA
HE670220,27500,25001,30001,27501,4928,4749,NA,NA,NA,NA,NA,NA
HE670220,32500,30001,35001,32501,4938,4837,NA,NA,NA,NA,NA,NA
HE670220,37500,35001,40001,37501,3924,3588,NA,NA,NA,NA,NA,NA
HE670220,42500,40001,45001,42501,4918,4831,NA,NA,NA,NA,NA,NA
HE670220,47500,45001,50001,47501,4200,3174,NA,NA,NA,NA,NA,NA
HE670220,52500,50001,55001,51808,3468,3018,NA,NA,NA,NA,NA,NA
HE670220,57500,55001,60001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE670218,2500,1,5001,2517,4735,3945,NA,NA,NA,NA,NA,NA
HE670218,7500,5001,10001,7507,4910,4527,NA,NA,NA,NA,NA,NA
HE670218,12500,10001,15001,12160,3933,3702,NA,NA,NA,NA,NA,NA
HE670218,17500,15001,20001,17555,4698,4177,NA,NA,NA,NA,NA,NA
HE670218,22500,20001,25001,22263,4369,4057,NA,NA,NA,NA,NA,NA
HE670218,27500,25001,30001,27890,3711,3430,NA,NA,NA,NA,NA,NA
HE670218,32500,30001,35001,32501,4885,4736,NA,NA,NA,NA,NA,NA
HE670218,37500,35001,40001,37501,4910,4650,NA,NA,NA,NA,NA,NA
HE670218,42500,40001,45001,42501,3430,2924,NA,NA,NA,NA,NA,NA
HE670218,47500,45001,50001,47465,3499,3198,NA,NA,NA,NA,NA,NA
HE670218,52500,50001,55001,52940,4024,3830,NA,NA,NA,NA,NA,NA
HE670218,57500,55001,60001,57501,4973,4761,NA,NA,NA,NA,NA,NA
HE670218,62500,60001,65001,62381,4331,2373,NA,NA,NA,NA,NA,NA
HE670218,67500,65001,70001,65285,198,NA,NA,NA,NA,NA,NA,NA
HE670214,2500,1,5001,2608,4282,3992,NA,NA,NA,NA,NA,NA
HE670214,7500,5001,10001,7501,4886,4585,NA,NA,NA,NA,NA,NA
HE670214,12500,10001,15001,12501,4975,4950,NA,NA,NA,NA,NA,NA
HE670214,17500,15001,20001,17501,4994,4967,NA,NA,NA,NA,NA,NA
HE670214,22500,20001,25001,22501,4992,4907,NA,NA,NA,NA,NA,NA
HE670214,27500,25001,30001,27501,4982,4846,NA,NA,NA,NA,NA,NA
HE670214,32500,30001,35001,32501,4276,3853,NA,NA,NA,NA,NA,NA
HE670214,37500,35001,40001,37501,1074,972,NA,NA,NA,NA,NA,NA
HE670214,42500,40001,45001,42501,4946,4812,NA,NA,NA,NA,NA,NA
HE670214,47500,45001,50001,47501,4975,4920,NA,NA,NA,NA,NA,NA
HE670214,52500,50001,55001,52501,4780,3850,NA,NA,NA,NA,NA,NA
