#chrom	blockRange	AAAA	AABA	ABAA	ABBA	BAAA	BABA	BBAA	BBBA
13	2038	129	156	129	156	129	156	129	156
13	2039	87	122	87	122	87	122	87	122
13	2040	209	165	209	165	209	165	209	165
13	2041	89	122	89	122	89	122	89	122
13	2042	170	30	170	30	170	30	170	30
13	2043	25	37	25	37	25	37	25	37
13	2044	77	79	77	79	77	79	77	79
13	2045	117	118	117	118	117	118	117	118
13	2046	218	188	218	188	218	188	218	188
13	2047	255	282	255	282	255	282	255	282
13	2048	257	218	257	218	257	218	257	218
13	2049	176	126	176	126	176	126	176	126
13	2050	215	192	215	192	215	192	215	192
13	2051	213	181	213	181	213	181	213	181
13	2052	183	216	183	216	183	216	183	216
13	2053	120	140	120	140	120	140	120	140
13	2054	80	98	80	98	80	98	80	98
13	2055	151	187	151	187	151	187	151	187
13	2056	166	77	166	77	166	77	166	77
13	2057	139	192	139	192	139	192	139	192
13	2058	189	245	189	245	189	245	189	245
13	2059	159	179	159	179	159	179	159	179
13	2060	165	171	165	171	165	171	165	171
13	2061	139	203	139	203	139	203	139	203
13	2062	154	123	154	123	154	123	154	123
13	2063	110	107	110	107	110	107	110	107
13	2064	122	50	122	50	122	50	122	50
13	2065	117	129	117	129	117	129	117	129
13	2066	161	128	161	128	161	128	161	128
13	2067	207	158	207	158	207	158	207	158
13	2068	197	173	197	173	197	173	197	173
13	2069	157	149	157	149	157	149	157	149
13	2070	205	216	205	216	205	216	205	216
13	2071	153	211	153	211	153	211	153	211
13	2072	158	194	158	194	158	194	158	194
13	2073	219	190	219	190	219	190	219	190
13	2074	169	160	169	160	169	160	169	160
13	2075	173	236	173	236	173	236	173	236
13	2076	189	245	189	245	189	245	189	245
13	2077	264	232	264	232	264	232	264	232
13	2078	266	213	266	213	266	213	266	213
13	2079	201	301	201	301	201	301	201	301
13	2080	149	235	149	235	149	235	149	235
13	2081	208	202	208	202	208	202	208	202
13	2082	239	229	239	229	239	229	239	229
13	2083	223	186	223	186	223	186	223	186
13	2084	198	259	198	259	198	259	198	259
13	2085	243	284	243	284	243	284	243	284
13	2086	249	211	249	211	249	211	249	211
13	2087	178	193	178	193	178	193	178	193
13	2088	188	160	188	160	188	160	188	160
13	2089	203	225	203	225	203	225	203	225
13	2090	311	276	311	276	311	276	311	276
13	2091	187	241	187	241	187	241	187	241
13	2092	232	202	232	202	232	202	232	202
13	2093	197	189	197	189	197	189	197	189
14	2094	450	527	450	527	450	527	450	527
14	2095	86	101	86	101	86	101	86	101
14	2096	218	212	218	212	218	212	218	212
14	2097	249	168	249	168	249	168	249	168
14	2098	394	205	394	205	394	205	394	205
14	2099	254	248	254	248	254	248	254	248
14	2100	120	83	120	83	120	83	120	83
14	2101	123	110	123	110	123	110	123	110
14	2102	97	64	97	64	97	64	97	64
14	2103	65	50	65	50	65	50	65	50
14	2104	102	114	102	114	102	114	102	114
14	2105	79	79	79	79	79	79	79	79
14	2106	91	54	91	54	91	54	91	54
14	2107	40	91	40	91	40	91	40	91
14	2108	63	77	63	77	63	77	63	77
14	2109	69	82	69	82	69	82	69	82
14	2110	59	46	59	46	59	46	59	46
14	2111	47	77	47	77	47	77	47	77
14	2112	53	72	53	72	53	72	53	72
14	2113	147	111	147	111	147	111	147	111
14	2114	129	152	129	152	129	152	129	152
14	2115	142	131	142	131	142	131	142	131
14	2116	186	121	186	121	186	121	186	121
14	2117	174	127	174	127	174	127	174	127
14	2118	179	159	179	159	179	159	179	159
14	2119	135	111	135	111	135	111	135	111
14	2120	125	142	125	142	125	142	125	142
14	2121	96	92	96	92	96	92	96	92
14	2122	140	132	140	132	140	132	140	132
14	2123	155	108	155	108	155	108	155	108
14	2124	164	238	164	238	164	238	164	238
14	2125	203	158	203	158	203	158	203	158
14	2126	148	172	148	172	148	172	148	172
14	2127	84	79	84	79	84	79	84	79
14	2128	88	156	88	156	88	156	88	156
14	2129	91	48	91	48	91	48	91	48
14	2130	91	110	91	110	91	110	91	110
14	2131	106	125	106	125	106	125	106	125
14	2132	120	87	120	87	120	87	120	87
14	2133	87	92	87	92	87	92	87	92
14	2134	55	56	55	56	55	56	55	56
14	2135	96	137	96	137	96	137	96	137
14	2136	83	83	83	83	83	83	83	83
14	2137	75	109	75	109	75	109	75	109
14	2138	114	125	114	125	114	125	114	125
14	2139	136	192	136	192	136	192	136	192
14	2140	120	108	120	108	120	108	120	108
14	2141	94	122	94	122	94	122	94	122
14	2142	125	116	125	116	125	116	125	116
14	2143	156	143	156	143	156	143	156	143
14	2144	171	128	171	128	171	128	171	128
14	2145	128	92	128	92	128	92	128	92
14	2146	141	122	141	122	141	122	141	122
14	2147	154	158	154	158	154	158	154	158
14	2148	169	199	169	199	169	199	169	199
14	2149	160	215	160	215	160	215	160	215
14	2150	120	135	120	135	120	135	120	135
14	2151	149	156	149	156	149	156	149	156
14	2152	117	125	117	125	117	125	117	125
14	2153	131	99	131	99	131	99	131	99
14	2154	129	82	129	82	129	82	129	82
14	2155	68	77	68	77	68	77	68	77
14	2156	167	201	167	201	167	201	167	201
14	2157	127	140	127	140	127	140	127	140
14	2158	120	104	120	104	120	104	120	104
14	2159	86	94	86	94	86	94	86	94
14	2160	132	93	132	93	132	93	132	93
14	2161	117	154	117	154	117	154	117	154
14	2162	112	74	112	74	112	74	112	74
14	2163	102	109	102	109	102	109	102	109
14	2164	149	131	149	131	149	131	149	131
14	2165	131	166	131	166	131	166	131	166
14	2166	130	136	130	136	130	136	130	136
14	2167	149	108	149	108	149	108	149	108
14	2168	126	129	126	129	126	129	126	129
14	2169	140	159	140	159	140	159	140	159
14	2170	167	155	167	155	167	155	167	155
14	2171	159	138	159	138	159	138	159	138
14	2172	153	182	153	182	153	182	153	182
14	2173	98	117	98	117	98	117	98	117
14	2174	74	91	74	91	74	91	74	91
14	2175	109	94	109	94	109	94	109	94
14	2176	126	144	126	144	126	144	126	144
14	2177	121	179	121	179	121	179	121	179
14	2178	160	284	160	284	160	284	160	284
14	2179	83	281	83	281	83	281	83	281
14	2180	85	160	85	160	85	160	85	160
14	2181	138	243	138	243	138	243	138	243
14	2182	149	206	149	206	149	206	149	206
14	2183	123	169	123	169	123	169	123	169
14	2184	93	154	93	154	93	154	93	154
14	2185	98	234	98	234	98	234	98	234
14	2186	120	288	120	288	120	288	120	288
14	2187	111	238	111	238	111	238	111	238
14	2188	142	174	142	174	142	174	142	174
14	2189	223	195	223	195	223	195	223	195
14	2190	154	134	154	134	154	134	154	134
14	2191	150	140	150	140	150	140	150	140
14	2192	195	154	195	154	195	154	195	154
14	2193	170	162	170	162	170	162	170	162
14	2194	226	204	226	204	226	204	226	204
14	2195	127	144	127	144	127	144	127	144
14	2196	98	131	98	131	98	131	98	131
14	2197	129	138	129	138	129	138	129	138
14	2198	146	173	146	173	146	173	146	173
14	2199	80	156	80	156	80	156	80	156
14	2200	118	153	118	153	118	153	118	153
14	2201	135	119	135	119	135	119	135	119
14	2202	118	184	118	184	118	184	118	184
14	2203	146	209	146	209	146	209	146	209
14	2204	155	167	155	167	155	167	155	167
14	2205	164	137	164	137	164	137	164	137
14	2206	239	157	239	157	239	157	239	157
14	2207	260	218	260	218	260	218	260	218
14	2208	224	178	224	178	224	178	224	178
14	2209	185	225	185	225	185	225	185	225
14	2210	316	283	316	283	316	283	316	283
14	2211	207	207	207	207	207	207	207	207
14	2212	245	239	245	239	245	239	245	239
14	2213	266	258	266	258	266	258	266	258
14	2214	176	244	176	244	176	244	176	244
15	2215	417	382	417	382	417	382	417	382
15	2216	61	40	61	40	61	40	61	40
15	2217	34	48	34	48	34	48	34	48
15	2218	33	52	33	52	33	52	33	52
15	2219	36	43	36	43	36	43	36	43
15	2220	28	44	28	44	28	44	28	44
15	2221	60	55	60	55	60	55	60	55
15	2222	43	57	43	57	43	57	43	57
15	2223	26	43	26	43	26	43	26	43
15	2224	78	65	78	65	78	65	78	65
15	2225	109	203	109	203	109	203	109	203
15	2226	137	110	137	110	137	110	137	110
15	2227	59	91	59	91	59	91	59	91
15	2228	55	84	55	84	55	84	55	84
15	2229	114	196	114	196	114	196	114	196
15	2230	152	162	152	162	152	162	152	162
15	2231	115	105	115	105	115	105	115	105
15	2232	181	146	181	146	181	146	181	146
15	2233	96	82	96	82	96	82	96	82
15	2234	52	72	52	72	52	72	52	72
15	2235	67	90	67	90	67	90	67	90
15	2236	38	30	38	30	38	30	38	30
15	2237	45	58	45	58	45	58	45	58
15	2238	85	65	85	65	85	65	85	65
15	2239	49	61	49	61	49	61	49	61
15	2240	62	94	62	94	62	94	62	94
15	2241	78	91	78	91	78	91	78	91
15	2242	59	90	59	90	59	90	59	90
15	2243	48	72	48	72	48	72	48	72
15	2244	107	142	107	142	107	142	107	142
15	2245	56	61	56	61	56	61	56	61
15	2246	82	67	82	67	82	67	82	67
15	2247	53	109	53	109	53	109	53	109
15	2248	29	59	29	59	29	59	29	59
15	2249	95	99	95	99	95	99	95	99
15	2250	92	115	92	115	92	115	92	115
15	2251	50	76	50	76	50	76	50	76
15	2252	76	63	76	63	76	63	76	63
15	2253	59	81	59	81	59	81	59	81
15	2254	59	67	59	67	59	67	59	67
15	2255	50	40	50	40	50	40	50	40
15	2256	57	41	57	41	57	41	57	41
15	2257	59	51	59	51	59	51	59	51
15	2258	62	30	62	30	62	30	62	30
15	2259	87	82	87	82	87	82	87	82
15	2260	47	36	47	36	47	36	47	36
15	2261	69	62	69	62	69	62	69	62
15	2262	92	35	92	35	92	35	92	35
15	2263	59	26	59	26	59	26	59	26
15	2264	69	72	69	72	69	72	69	72
15	2265	79	40	79	40	79	40	79	40
15	2266	82	91	82	91	82	91	82	91
15	2267	85	78	85	78	85	78	85	78
15	2268	66	58	66	58	66	58	66	58
15	2269	69	54	69	54	69	54	69	54
15	2270	73	83	73	83	73	83	73	83
15	2271	80	63	80	63	80	63	80	63
15	2272	73	104	73	104	73	104	73	104
15	2273	51	74	51	74	51	74	51	74
15	2274	75	87	75	87	75	87	75	87
15	2275	54	82	54	82	54	82	54	82
15	2276	66	69	66	69	66	69	66	69
15	2277	56	72	56	72	56	72	56	72
15	2278	70	56	70	56	70	56	70	56
15	2279	87	55	87	55	87	55	87	55
15	2280	66	53	66	53	66	53	66	53
15	2281	58	44	58	44	58	44	58	44
15	2282	83	64	83	64	83	64	83	64
15	2283	47	49	47	49	47	49	47	49
15	2284	64	70	64	70	64	70	64	70
15	2285	73	109	73	109	73	109	73	109
15	2286	58	65	58	65	58	65	58	65
15	2287	54	80	54	80	54	80	54	80
15	2288	41	68	41	68	41	68	41	68
15	2289	55	48	55	48	55	48	55	48
15	2290	44	83	44	83	44	83	44	83
15	2291	50	67	50	67	50	67	50	67
15	2292	66	76	66	76	66	76	66	76
15	2293	76	101	76	101	76	101	76	101
15	2294	54	70	54	70	54	70	54	70
15	2295	56	57	56	57	56	57	56	57
15	2296	61	47	61	47	61	47	61	47
15	2297	47	48	47	48	47	48	47	48
15	2298	53	68	53	68	53	68	53	68
15	2299	78	93	78	93	78	93	78	93
15	2300	80	90	80	90	80	90	80	90
15	2301	57	52	57	52	57	52	57	52
15	2302	53	67	53	67	53	67	53	67
15	2303	50	52	50	52	50	52	50	52
15	2304	69	75	69	75	69	75	69	75
15	2305	60	54	60	54	60	54	60	54
15	2306	59	66	59	66	59	66	59	66
15	2307	54	57	54	57	54	57	54	57
15	2308	85	60	85	60	85	60	85	60
15	2309	72	62	72	62	72	62	72	62
15	2310	83	85	83	85	83	85	83	85
15	2311	54	85	54	85	54	85	54	85
15	2312	42	47	42	47	42	47	42	47
15	2313	69	116	69	116	69	116	69	116
15	2314	60	69	60	69	60	69	60	69
15	2315	57	61	57	61	57	61	57	61
15	2316	69	92	69	92	69	92	69	92
15	2317	71	108	71	108	71	108	71	108
15	2318	39	86	39	86	39	86	39	86
15	2319	79	66	79	66	79	66	79	66
15	2320	83	73	83	73	83	73	83	73
15	2321	68	104	68	104	68	104	68	104
15	2322	84	88	84	88	84	88	84	88
15	2323	79	79	79	79	79	79	79	79
15	2324	97	81	97	81	97	81	97	81
15	2325	76	101	76	101	76	101	76	101
15	2326	65	62	65	62	65	62	65	62
15	2327	62	60	62	60	62	60	62	60
15	2328	78	82	78	82	78	82	78	82
15	2329	105	104	105	104	105	104	105	104
15	2330	97	112	97	112	97	112	97	112
15	2331	96	58	96	58	96	58	96	58
15	2332	117	46	117	46	117	46	117	46
15	2333	83	85	83	85	83	85	83	85
15	2334	79	77	79	77	79	77	79	77
15	2335	81	101	81	101	81	101	81	101
15	2336	72	63	72	63	72	63	72	63
15	2337	147	150	147	150	147	150	147	150
15	2338	89	119	89	119	89	119	89	119
15	2339	136	99	136	99	136	99	136	99
15	2340	105	151	105	151	105	151	105	151
15	2341	152	122	152	122	152	122	152	122
15	2342	122	136	122	136	122	136	122	136
16	2343	106	142	106	142	106	142	106	142
16	2344	81	50	81	50	81	50	81	50
16	2345	61	56	61	56	61	56	61	56
16	2346	81	93	81	93	81	93	81	93
16	2347	37	50	37	50	37	50	37	50
16	2348	38	52	38	52	38	52	38	52
16	2349	55	62	55	62	55	62	55	62
16	2350	62	35	62	35	62	35	62	35
16	2351	52	54	52	54	52	54	52	54
16	2352	64	41	64	41	64	41	64	41
16	2353	63	54	63	54	63	54	63	54
16	2354	99	68	99	68	99	68	99	68
16	2355	78	35	78	35	78	35	78	35
16	2356	61	47	61	47	61	47	61	47
16	2357	55	51	55	51	55	51	55	51
16	2358	44	81	44	81	44	81	44	81
16	2359	63	102	63	102	63	102	63	102
16	2360	47	79	47	79	47	79	47	79
16	2361	42	50	42	50	42	50	42	50
16	2362	86	118	86	118	86	118	86	118
16	2363	112	127	112	127	112	127	112	127
16	2364	46	79	46	79	46	79	46	79
16	2365	53	60	53	60	53	60	53	60
16	2366	55	59	55	59	55	59	55	59
16	2367	78	83	78	83	78	83	78	83
16	2368	69	69	69	69	69	69	69	69
16	2369	48	89	48	89	48	89	48	89
16	2370	66	102	66	102	66	102	66	102
16	2371	77	88	77	88	77	88	77	88
16	2372	58	103	58	103	58	103	58	103
16	2373	51	96	51	96	51	96	51	96
16	2374	70	79	70	79	70	79	70	79
16	2375	49	97	49	97	49	97	49	97
16	2376	100	79	100	79	100	79	100	79
16	2377	87	83	87	83	87	83	87	83
16	2378	64	83	64	83	64	83	64	83
16	2379	72	73	72	73	72	73	72	73
16	2380	46	79	46	79	46	79	46	79
16	2381	63	66	63	66	63	66	63	66
16	2382	86	130	86	130	86	130	86	130
16	2383	63	95	63	95	63	95	63	95
16	2384	78	110	78	110	78	110	78	110
16	2385	88	93	88	93	88	93	88	93
16	2386	46	83	46	83	46	83	46	83
16	2387	63	67	63	67	63	67	63	67
16	2388	95	87	95	87	95	87	95	87
16	2389	55	76	55	76	55	76	55	76
16	2390	63	72	63	72	63	72	63	72
16	2391	51	69	51	69	51	69	51	69
16	2392	63	44	63	44	63	44	63	44
16	2393	61	71	61	71	61	71	61	71
16	2394	58	76	58	76	58	76	58	76
16	2395	60	59	60	59	60	59	60	59
16	2396	52	72	52	72	52	72	52	72
16	2397	64	85	64	85	64	85	64	85
16	2398	25	65	25	65	25	65	25	65
16	2399	69	53	69	53	69	53	69	53
16	2400	67	94	67	94	67	94	67	94
16	2401	49	48	49	48	49	48	49	48
16	2402	75	73	75	73	75	73	75	73
16	2403	80	82	80	82	80	82	80	82
16	2404	64	47	64	47	64	47	64	47
16	2405	73	80	73	80	73	80	73	80
16	2406	47	73	47	73	47	73	47	73
16	2407	67	61	67	61	67	61	67	61
16	2408	60	65	60	65	60	65	60	65
16	2409	76	100	76	100	76	100	76	100
16	2410	70	107	70	107	70	107	70	107
16	2411	64	76	64	76	64	76	64	76
16	2412	43	64	43	64	43	64	43	64
16	2413	59	73	59	73	59	73	59	73
16	2414	66	71	66	71	66	71	66	71
16	2415	56	85	56	85	56	85	56	85
16	2416	60	64	60	64	60	64	60	64
16	2417	61	70	61	70	61	70	61	70
16	2418	79	71	79	71	79	71	79	71
16	2419	89	79	89	79	89	79	89	79
16	2420	89	97	89	97	89	97	89	97
16	2421	92	66	92	66	92	66	92	66
16	2422	51	79	51	79	51	79	51	79
16	2423	77	94	77	94	77	94	77	94
16	2424	75	78	75	78	75	78	75	78
16	2425	50	79	50	79	50	79	50	79
16	2426	80	77	80	77	80	77	80	77
16	2427	67	84	67	84	67	84	67	84
16	2428	94	73	94	73	94	73	94	73
16	2429	73	80	73	80	73	80	73	80
16	2430	73	58	73	58	73	58	73	58
16	2431	81	48	81	48	81	48	81	48
16	2432	70	75	70	75	70	75	70	75
16	2433	56	80	56	80	56	80	56	80
16	2434	95	49	95	49	95	49	95	49
16	2435	70	89	70	89	70	89	70	89
16	2436	47	89	47	89	47	89	47	89
16	2437	93	68	93	68	93	68	93	68
16	2438	73	86	73	86	73	86	73	86
16	2439	56	51	56	51	56	51	56	51
16	2440	53	50	53	50	53	50	53	50
16	2441	67	77	67	77	67	77	67	77
16	2442	77	72	77	72	77	72	77	72
16	2443	76	83	76	83	76	83	76	83
16	2444	79	96	79	96	79	96	79	96
16	2445	140	105	140	105	140	105	140	105
16	2446	103	90	103	90	103	90	103	90
16	2447	65	110	65	110	65	110	65	110
16	2448	65	88	65	88	65	88	65	88
16	2449	76	92	76	92	76	92	76	92
16	2450	94	94	94	94	94	94	94	94
16	2451	123	132	123	132	123	132	123	132
16	2452	161	138	161	138	161	138	161	138
16	2453	141	167	141	167	141	167	141	167
16	2454	141	112	141	112	141	112	141	112
16	2455	95	109	95	109	95	109	95	109
16	2456	108	80	108	80	108	80	108	80
16	2457	109	85	109	85	109	85	109	85
16	2458	98	89	98	89	98	89	98	89
16	2459	109	139	109	139	109	139	109	139
16	2460	98	102	98	102	98	102	98	102
16	2461	98	92	98	92	98	92	98	92
17	2462	115	112	115	112	115	112	115	112
17	2463	72	83	72	83	72	83	72	83
17	2464	45	44	45	44	45	44	45	44
17	2465	34	47	34	47	34	47	34	47
17	2466	62	63	62	63	62	63	62	63
17	2467	72	58	72	58	72	58	72	58
17	2468	35	37	35	37	35	37	35	37
17	2469	43	52	43	52	43	52	43	52
17	2470	48	27	48	27	48	27	48	27
17	2471	66	44	66	44	66	44	66	44
17	2472	42	42	42	42	42	42	42	42
17	2473	53	50	53	50	53	50	53	50
17	2474	67	54	67	54	67	54	67	54
17	2475	78	57	78	57	78	57	78	57
17	2476	53	85	53	85	53	85	53	85
17	2477	42	74	42	74	42	74	42	74
17	2478	72	80	72	80	72	80	72	80
17	2479	61	70	61	70	61	70	61	70
17	2480	93	63	93	63	93	63	93	63
17	2481	86	74	86	74	86	74	86	74
17	2482	59	71	59	71	59	71	59	71
17	2483	64	75	64	75	64	75	64	75
17	2484	68	90	68	90	68	90	68	90
17	2485	55	55	55	55	55	55	55	55
17	2486	61	57	61	57	61	57	61	57
17	2487	57	68	57	68	57	68	57	68
17	2488	66	81	66	81	66	81	66	81
17	2489	79	65	79	65	79	65	79	65
17	2490	24	51	24	51	24	51	24	51
17	2491	38	57	38	57	38	57	38	57
17	2492	55	101	55	101	55	101	55	101
17	2493	47	57	47	57	47	57	47	57
17	2494	66	63	66	63	66	63	66	63
17	2495	44	71	44	71	44	71	44	71
17	2496	55	46	55	46	55	46	55	46
17	2497	76	43	76	43	76	43	76	43
17	2498	54	136	54	136	54	136	54	136
17	2499	40	99	40	99	40	99	40	99
17	2500	41	66	41	66	41	66	41	66
17	2501	70	64	70	64	70	64	70	64
17	2502	75	84	75	84	75	84	75	84
17	2503	35	70	35	70	35	70	35	70
17	2504	44	34	44	34	44	34	44	34
17	2505	61	49	61	49	61	49	61	49
17	2506	55	40	55	40	55	40	55	40
17	2507	60	65	60	65	60	65	60	65
17	2508	48	63	48	63	48	63	48	63
17	2509	27	50	27	50	27	50	27	50
17	2510	61	74	61	74	61	74	61	74
17	2511	69	53	69	53	69	53	69	53
17	2512	78	89	78	89	78	89	78	89
17	2513	74	94	74	94	74	94	74	94
17	2514	59	74	59	74	59	74	59	74
17	2515	71	69	71	69	71	69	71	69
17	2516	66	47	66	47	66	47	66	47
17	2517	55	73	55	73	55	73	55	73
17	2518	65	81	65	81	65	81	65	81
17	2519	41	58	41	58	41	58	41	58
17	2520	44	62	44	62	44	62	44	62
17	2521	42	53	42	53	42	53	42	53
17	2522	44	50	44	50	44	50	44	50
17	2523	61	104	61	104	61	104	61	104
17	2524	52	93	52	93	52	93	52	93
17	2525	61	73	61	73	61	73	61	73
17	2526	54	78	54	78	54	78	54	78
17	2527	56	105	56	105	56	105	56	105
17	2528	70	58	70	58	70	58	70	58
17	2529	64	48	64	48	64	48	64	48
17	2530	74	79	74	79	74	79	74	79
17	2531	53	68	53	68	53	68	53	68
17	2532	63	84	63	84	63	84	63	84
17	2533	95	88	95	88	95	88	95	88
17	2534	44	54	44	54	44	54	44	54
17	2535	53	94	53	94	53	94	53	94
17	2536	54	47	54	47	54	47	54	47
17	2537	121	130	121	130	121	130	121	130
17	2538	104	71	104	71	104	71	104	71
17	2539	52	38	52	38	52	38	52	38
17	2540	95	84	95	84	95	84	95	84
17	2541	86	111	86	111	86	111	86	111
17	2542	86	85	86	85	86	85	86	85
17	2543	87	73	87	73	87	73	87	73
17	2544	89	74	89	74	89	74	89	74
17	2545	84	106	84	106	84	106	84	106
17	2546	87	81	87	81	87	81	87	81
17	2547	74	74	74	74	74	74	74	74
17	2548	72	80	72	80	72	80	72	80
17	2549	62	50	62	50	62	50	62	50
17	2550	76	87	76	87	76	87	76	87
17	2551	105	76	105	76	105	76	105	76
17	2552	99	84	99	84	99	84	99	84
17	2553	88	104	88	104	88	104	88	104
17	2554	101	74	101	74	101	74	101	74
17	2555	72	75	72	75	72	75	72	75
17	2556	58	75	58	75	58	75	58	75
17	2557	75	93	75	93	75	93	75	93
17	2558	59	76	59	76	59	76	59	76
17	2559	51	89	51	89	51	89	51	89
17	2560	62	85	62	85	62	85	62	85
17	2561	64	83	64	83	64	83	64	83
17	2562	48	77	48	77	48	77	48	77
17	2563	64	62	64	62	64	62	64	62
17	2564	71	109	71	109	71	109	71	109
17	2565	54	56	54	56	54	56	54	56
17	2566	98	100	98	100	98	100	98	100
17	2567	64	78	64	78	64	78	64	78
17	2568	57	80	57	80	57	80	57	80
17	2569	76	80	76	80	76	80	76	80
17	2570	59	79	59	79	59	79	59	79
17	2571	35	58	35	58	35	58	35	58
17	2572	54	61	54	61	54	61	54	61
17	2573	67	57	67	57	67	57	67	57
17	2574	84	77	84	77	84	77	84	77
17	2575	78	92	78	92	78	92	78	92
17	2576	103	99	103	99	103	99	103	99
17	2577	111	80	111	80	111	80	111	80
17	2578	63	63	63	63	63	63	63	63
17	2579	83	111	83	111	83	111	83	111
17	2580	93	91	93	91	93	91	93	91
17	2581	80	106	80	106	80	106	80	106
17	2582	56	100	56	100	56	100	56	100
17	2583	124	85	124	85	124	85	124	85
17	2584	76	113	76	113	76	113	76	113
17	2585	110	82	110	82	110	82	110	82
17	2586	57	88	57	88	57	88	57	88
17	2587	55	88	55	88	55	88	55	88
17	2588	67	84	67	84	67	84	67	84
17	2589	51	76	51	76	51	76	51	76
18	2590	138	166	138	166	138	166	138	166
18	2591	66	37	66	37	66	37	66	37
18	2592	70	57	70	57	70	57	70	57
18	2593	99	56	99	56	99	56	99	56
18	2594	99	84	99	84	99	84	99	84
18	2595	56	73	56	73	56	73	56	73
18	2596	83	44	83	44	83	44	83	44
18	2597	103	52	103	52	103	52	103	52
18	2598	83	42	83	42	83	42	83	42
18	2599	123	82	123	82	123	82	123	82
18	2600	74	68	74	68	74	68	74	68
18	2601	57	80	57	80	57	80	57	80
18	2602	53	88	53	88	53	88	53	88
18	2603	52	45	52	45	52	45	52	45
18	2604	48	50	48	50	48	50	48	50
18	2605	69	62	69	62	69	62	69	62
18	2606	44	28	44	28	44	28	44	28
18	2607	71	51	71	51	71	51	71	51
18	2608	40	30	40	30	40	30	40	30
18	2609	82	80	82	80	82	80	82	80
18	2610	73	52	73	52	73	52	73	52
18	2611	59	77	59	77	59	77	59	77
18	2612	56	64	56	64	56	64	56	64
18	2613	150	76	150	76	150	76	150	76
18	2614	66	99	66	99	66	99	66	99
18	2615	57	69	57	69	57	69	57	69
18	2616	81	68	81	68	81	68	81	68
18	2617	91	70	91	70	91	70	91	70
18	2618	71	95	71	95	71	95	71	95
18	2619	88	100	88	100	88	100	88	100
18	2620	83	67	83	67	83	67	83	67
18	2621	60	68	60	68	60	68	60	68
18	2622	67	51	67	51	67	51	67	51
18	2623	73	80	73	80	73	80	73	80
18	2624	77	58	77	58	77	58	77	58
18	2625	51	50	51	50	51	50	51	50
18	2626	60	57	60	57	60	57	60	57
18	2627	65	59	65	59	65	59	65	59
18	2628	52	75	52	75	52	75	52	75
18	2629	79	63	79	63	79	63	79	63
18	2630	77	77	77	77	77	77	77	77
18	2631	108	59	108	59	108	59	108	59
18	2632	87	68	87	68	87	68	87	68
18	2633	66	55	66	55	66	55	66	55
18	2634	76	80	76	80	76	80	76	80
18	2635	86	79	86	79	86	79	86	79
18	2636	87	71	87	71	87	71	87	71
18	2637	74	71	74	71	74	71	74	71
18	2638	98	54	98	54	98	54	98	54
18	2639	135	71	135	71	135	71	135	71
18	2640	87	103	87	103	87	103	87	103
18	2641	102	62	102	62	102	62	102	62
18	2642	78	61	78	61	78	61	78	61
18	2643	58	82	58	82	58	82	58	82
18	2644	127	60	127	60	127	60	127	60
18	2645	90	63	90	63	90	63	90	63
18	2646	117	97	117	97	117	97	117	97
18	2647	77	77	77	77	77	77	77	77
18	2648	95	53	95	53	95	53	95	53
18	2649	96	76	96	76	96	76	96	76
18	2650	125	79	125	79	125	79	125	79
18	2651	85	77	85	77	85	77	85	77
18	2652	58	70	58	70	58	70	58	70
18	2653	91	123	91	123	91	123	91	123
18	2654	57	70	57	70	57	70	57	70
18	2655	75	64	75	64	75	64	75	64
18	2656	63	73	63	73	63	73	63	73
18	2657	72	61	72	61	72	61	72	61
18	2658	60	69	60	69	60	69	60	69
18	2659	50	100	50	100	50	100	50	100
18	2660	83	112	83	112	83	112	83	112
18	2661	66	73	66	73	66	73	66	73
18	2662	64	57	64	57	64	57	64	57
18	2663	72	83	72	83	72	83	72	83
18	2664	87	85	87	85	87	85	87	85
18	2665	70	78	70	78	70	78	70	78
18	2666	54	59	54	59	54	59	54	59
18	2667	53	72	53	72	53	72	53	72
18	2668	75	96	75	96	75	96	75	96
18	2669	87	140	87	140	87	140	87	140
18	2670	86	106	86	106	86	106	86	106
18	2671	135	121	135	121	135	121	135	121
18	2672	96	140	96	140	96	140	96	140
18	2673	97	119	97	119	97	119	97	119
18	2674	50	87	50	87	50	87	50	87
18	2675	53	58	53	58	53	58	53	58
18	2676	55	46	55	46	55	46	55	46
18	2677	57	88	57	88	57	88	57	88
18	2678	72	109	72	109	72	109	72	109
18	2679	83	99	83	99	83	99	83	99
18	2680	86	70	86	70	86	70	86	70
18	2681	80	78	80	78	80	78	80	78
18	2682	96	108	96	108	96	108	96	108
18	2683	67	99	67	99	67	99	67	99
18	2684	89	97	89	97	89	97	89	97
18	2685	83	86	83	86	83	86	83	86
18	2686	77	72	77	72	77	72	77	72
18	2687	40	79	40	79	40	79	40	79
18	2688	70	82	70	82	70	82	70	82
18	2689	56	80	56	80	56	80	56	80
18	2690	80	86	80	86	80	86	80	86
18	2691	58	61	58	61	58	61	58	61
18	2692	69	58	69	58	69	58	69	58
18	2693	90	97	90	97	90	97	90	97
18	2694	81	120	81	120	81	120	81	120
18	2695	58	118	58	118	58	118	58	118
18	2696	93	105	93	105	93	105	93	105
18	2697	85	110	85	110	85	110	85	110
18	2698	116	141	116	141	116	141	116	141
18	2699	46	93	46	93	46	93	46	93
18	2700	101	117	101	117	101	117	101	117
19	2701	116	161	116	161	116	161	116	161
